id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
1317;Lajeado;Adriano Soares;Tenis Adidas;Steven Crosby;masculino;credito
1318;Canoas;Carlos Henrique;Tenis Fila;Johnny Kelso;masculino;credito
1319;Florianópolis;Claudia dos Santos;Tenis NB;Adam Crowder;masculino;credito
1320;São Paulo;Claudio Bueno;Tenis Fila;Kimberley Severson;feminino;credito
1321;Lajeado;Juliano Faccioni;Tenis Fila;Elaine Bland;feminino;credito
1322;Canoas;Carlos Henrique;Tenis Nike;Angela Moeller;feminino;credito
1323;Lajeado;Adriano Soares;Tenis Adidas;Steven Motley;masculino;pix
1324;Florianópolis;Claudia dos Santos;Tenis Nike;Elizabeth Soto;feminino;credito
1325;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;John Stickland;masculino;credito
1326;Florianópolis;Mario Sérgio;Tenis Adidas;Henry Wigginton;masculino;credito
1327;Lajeado;Juliano Faccioni;Tenis Fila;Sharon Engelking;feminino;credito
1328;Lajeado;Adriano Soares;Tenis NB;George Beasley;masculino;credito
1329;Canoas;Luis Fernando;Tenis Adidas;Brent Taylor;masculino;credito
1330;Lajeado;Adriano Soares;Tenis NB;Janet Blackmon;feminino;pix
1331;Lajeado;Adriano Soares;Tenis Fila;Rhonda Muncie;feminino;credito
1332;Caxias do Sul;Mateus Kienzle;Tenis Fila;Judith Marden;feminino;credito
1333;Porto Alegre;Rodrigo Tadewald;Tenis NB;Tracy Crowe;masculino;credito
1334;Porto Alegre;Luiza Cherobini;Tenis NB;Joseph Murphy;masculino;credito
1335;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;David Gibson;masculino;credito
1336;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Dana Ramirez;feminino;credito
1337;Florianópolis;Claudia dos Santos;Tenis NB;Matthew Sanders;masculino;credito
1338;Florianópolis;Mario Sérgio;Tenis Fila;Angela Johnson;feminino;credito
1339;Florianópolis;Mario Sérgio;Tenis Adidas;Lucas Zanghi;masculino;credito
1340;Canoas;Carlos Henrique;Tenis NB;Milton Johnson;masculino;boleto
1341;Lajeado;Adriano Soares;Tenis Adidas;Angel Taylor;feminino;credito
1342;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Judith Murray;feminino;credito
1343;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Lillian Holvey;feminino;credito
1344;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Francine Merk;feminino;credito
1345;Canoas;Luis Fernando;Tenis Fila;Jennifer Bonawitz;feminino;credito
1346;Lajeado;Juliano Faccioni;Tenis Adidas;Mark Krouse;masculino;credito
1347;Florianópolis;Claudia dos Santos;Tenis NB;Douglas Vanhorn;masculino;credito
1348;Canoas;Luis Fernando;Tenis NB;Patricia Holland;feminino;credito
1349;Porto Alegre;Luiza Cherobini;Tenis Adidas;Jeremy Thompson;masculino;credito
1350;São Paulo;Claudio Bueno;Tenis Nike;Mozelle Bailey;feminino;credito
1351;São Paulo;Claudio Bueno;Tenis Fila;Dale Bauer;masculino;credito
1352;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Amanda Whitehouse;feminino;credito
1353;Lajeado;Juliano Faccioni;Tenis Adidas;Lewis Gisin;masculino;credito
1354;Lajeado;Juliano Faccioni;Tenis Nike;Christopher Lucey;masculino;credito
1355;Florianópolis;Mario Sérgio;Tenis Nike;Craig Bell;masculino;credito
1356;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Mary Hill;feminino;credito
1357;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Yoshiko Smith;feminino;credito
1358;Florianópolis;Mario Sérgio;Tenis NB;Donnie Espinal;masculino;credito
1359;Canoas;Luis Fernando;Tenis Fila;Steven Kearns;masculino;credito
1360;Canoas;Luis Fernando;Tenis NB;Dorothy English;feminino;credito
1361;Florianópolis;Mario Sérgio;Tenis NB;Jose Sims;masculino;credito
1362;Porto Alegre;Rodrigo Tadewald;Tenis NB;Dorothy Connors;feminino;credito
1363;Porto Alegre;Luiza Cherobini;Tenis NB;Allan Delang;masculino;credito
1364;Lajeado;Juliano Faccioni;Tenis Nike;Earlene Daniels;feminino;credito
1365;Porto Alegre;Luiza Cherobini;Tenis NB;Tony Phuong;masculino;boleto
1366;Florianópolis;Claudia dos Santos;Tenis Fila;Amy Rivera;feminino;pix
1367;São Paulo;Claudio Bueno;Tenis NB;Karen Merz;feminino;credito
1368;Florianópolis;Mario Sérgio;Tenis Adidas;Mario Jones;masculino;credito
1369;Canoas;Carlos Henrique;Tenis NB;William Wheeler;masculino;boleto
1370;Florianópolis;Mario Sérgio;Tenis NB;Raymond Hill;masculino;credito
1371;Porto Alegre;Luiza Cherobini;Tenis Nike;Arthur Dorsey;masculino;pix
1372;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Rita Houghtelling;feminino;pix
1373;São Paulo;Claudio Bueno;Tenis Adidas;Diane Myers;feminino;credito
1374;São Paulo;Cassia Moraes;Tenis Nike;Janet Miller;feminino;credito
1375;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Amy Blackman;feminino;credito
1376;Canoas;Luis Fernando;Tenis Fila;Willie Dobson;feminino;boleto
1377;São Paulo;Claudio Bueno;Tenis Fila;Gabriel Mccord;masculino;credito
1378;São Paulo;Cassia Moraes;Tenis Nike;Mary Nunes;feminino;credito
1379;Lajeado;Adriano Soares;Tenis Fila;James Smith;masculino;credito
1380;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Jacquelynn Carbone;feminino;credito
1381;Florianópolis;Mario Sérgio;Tenis NB;Betty Murdoch;feminino;boleto
1382;Canoas;Carlos Henrique;Tenis Fila;Bradford Harper;masculino;credito
1383;Canoas;Carlos Henrique;Tenis NB;Ollie Lugo;feminino;credito
1384;Florianópolis;Mario Sérgio;Tenis Adidas;Julie Meade;feminino;credito
1385;Florianópolis;Mario Sérgio;Tenis Fila;Raymond Winks;masculino;credito
1386;Canoas;Carlos Henrique;Tenis NB;Erica Jones;feminino;credito
1387;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Evelyne Valle;feminino;credito
1388;Florianópolis;Mario Sérgio;Tenis NB;Eric Whiting;masculino;credito
1389;Canoas;Luis Fernando;Tenis Nike;Gayle Davis;feminino;boleto
1390;Lajeado;Juliano Faccioni;Tenis NB;Henry Breeden;masculino;credito
1391;São Paulo;Cassia Moraes;Tenis Fila;Margaret Fowler;feminino;pix
1392;São Paulo;Cassia Moraes;Tenis Nike;Marlene Collar;feminino;pix
1393;São Paulo;Cassia Moraes;Tenis Nike;Ann Golay;feminino;credito
1394;Florianópolis;Mario Sérgio;Tenis NB;Joseph Shearing;masculino;credito
1395;São Paulo;Cassia Moraes;Tenis Fila;Jill Flores;feminino;credito
1396;Lajeado;Juliano Faccioni;Tenis Fila;Bonnie Streeter;feminino;credito
1397;Florianópolis;Claudia dos Santos;Tenis Adidas;James Irving;masculino;credito
1398;Florianópolis;Mario Sérgio;Tenis Nike;Jayson Lopez;masculino;credito
1399;Lajeado;Juliano Faccioni;Tenis Fila;Ronald Maze;masculino;credito
1400;São Paulo;Claudio Bueno;Tenis Adidas;Robert Wordlaw;masculino;credito
1401;Florianópolis;Mario Sérgio;Tenis Nike;Nathan Cacho;masculino;credito
1402;Porto Alegre;Luiza Cherobini;Tenis NB;Thomas Harvin;masculino;credito
1403;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Charles Posner;masculino;credito
1404;Canoas;Carlos Henrique;Tenis Adidas;Derek Vandenbosch;masculino;credito
1405;Porto Alegre;Rodrigo Tadewald;Tenis NB;Ben Edgerton;masculino;credito
1406;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Kaitlin Nixon;feminino;credito
1407;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Agnes Anderson;feminino;credito
1408;São Paulo;Cassia Moraes;Tenis Fila;Thaddeus Russell;masculino;credito
1409;Florianópolis;Mario Sérgio;Tenis Adidas;Alejandro Dansie;masculino;credito
1410;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Selina Sack;feminino;credito
1411;Porto Alegre;Luiza Cherobini;Tenis Adidas;Tim Delarosa;masculino;pix
1412;Porto Alegre;Rodrigo Tadewald;Tenis NB;Andrew Burgess;masculino;credito
1413;Canoas;Luis Fernando;Tenis NB;Kiara Kelly;feminino;credito
1414;Canoas;Carlos Henrique;Tenis NB;Cesar Campbell;masculino;credito
1415;Canoas;Carlos Henrique;Tenis Nike;Wade Mckinney;masculino;credito
1416;Porto Alegre;Luiza Cherobini;Tenis Adidas;Ronald Alvarez;masculino;credito
1417;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Greg Turner;masculino;credito
1418;Canoas;Luis Fernando;Tenis Fila;Scott Carbajal;masculino;boleto
1419;Lajeado;Adriano Soares;Tenis NB;Ian Rabe;masculino;credito
1420;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Kimberly Duncan;feminino;credito
1421;Lajeado;Adriano Soares;Tenis Nike;Ingrid Poor;feminino;credito
1422;Porto Alegre;Luiza Cherobini;Tenis Nike;Teresa Welsh;feminino;credito
1423;Canoas;Carlos Henrique;Tenis Fila;Louise Heister;feminino;credito
1424;São Paulo;Claudio Bueno;Tenis Adidas;Tricia Woodard;feminino;credito
1425;Florianópolis;Claudia dos Santos;Tenis Fila;Joyce Smith;feminino;pix
1426;Lajeado;Adriano Soares;Tenis Nike;Ilene Pecora;feminino;pix
1427;São Paulo;Cassia Moraes;Tenis Fila;Walter Korte;masculino;credito
1428;Canoas;Luis Fernando;Tenis Adidas;Star Gallivan;feminino;credito
1429;Florianópolis;Mario Sérgio;Tenis NB;Kyle Monzo;masculino;credito
1430;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Robin Williamson;masculino;credito
1431;São Paulo;Claudio Bueno;Tenis Fila;James Aranda;masculino;credito
1432;Lajeado;Juliano Faccioni;Tenis NB;Robert Woolley;masculino;credito
1433;São Paulo;Cassia Moraes;Tenis Adidas;Lisa Johnson;feminino;credito
1434;Porto Alegre;Rodrigo Tadewald;Tenis Fila;George Cardenas;masculino;credito
1435;Canoas;Luis Fernando;Tenis Fila;Bernice Rhoades;feminino;credito
1436;São Paulo;Cassia Moraes;Tenis Adidas;Chad Pixley;masculino;credito
1437;Caxias do Sul;Mateus Kienzle;Tenis NB;Bennie Mahaffey;masculino;boleto
1438;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Vincent Dunn;masculino;credito
1439;Porto Alegre;Luiza Cherobini;Tenis NB;Katherine Pierce;feminino;credito
1440;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Helen Prince;feminino;credito
1441;Florianópolis;Mario Sérgio;Tenis Fila;Lucas Wright;masculino;credito
1442;Lajeado;Juliano Faccioni;Tenis Adidas;Karla Boylan;feminino;pix
1443;Porto Alegre;Luiza Cherobini;Tenis Adidas;Mattie Rose;feminino;credito
1444;Florianópolis;Claudia dos Santos;Tenis Nike;Dorothy Whelan;feminino;credito
1445;Canoas;Luis Fernando;Tenis Nike;Kyoko Brown;feminino;credito
1446;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Tammy Connor;feminino;credito
1447;Canoas;Carlos Henrique;Tenis Fila;David Landrum;masculino;credito
1448;São Paulo;Cassia Moraes;Tenis Adidas;Susan Doucet;feminino;credito
1449;Canoas;Luis Fernando;Tenis NB;Roy Woodrum;masculino;credito
1450;São Paulo;Cassia Moraes;Tenis Nike;Danny Little;masculino;credito
1451;Florianópolis;Claudia dos Santos;Tenis Nike;Selena Shields;feminino;credito
1452;Florianópolis;Claudia dos Santos;Tenis Adidas;Kenneth Tolley;masculino;credito
1453;Lajeado;Juliano Faccioni;Tenis Fila;Lynda Mcwhirter;feminino;credito
1454;São Paulo;Cassia Moraes;Tenis Nike;Amelia Holt;feminino;credito
1455;Lajeado;Adriano Soares;Tenis NB;Sharon Owen;feminino;credito
1456;Caxias do Sul;Mateus Kienzle;Tenis NB;Jose Williams;masculino;credito
1457;Lajeado;Adriano Soares;Tenis Fila;Claire Faupel;feminino;credito
1458;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Candice Zordan;feminino;credito
1459;Canoas;Luis Fernando;Tenis Nike;Chris Moore;masculino;pix
1460;Florianópolis;Mario Sérgio;Tenis Adidas;Ruby Bowers;feminino;credito
1461;Lajeado;Adriano Soares;Tenis Nike;Lynn Schaefer;feminino;boleto
1462;São Paulo;Cassia Moraes;Tenis NB;Lorena Adler;feminino;credito
1463;Lajeado;Juliano Faccioni;Tenis Fila;Gene Daffron;masculino;credito
1464;Florianópolis;Claudia dos Santos;Tenis Nike;Lois Jones;feminino;credito
1465;Caxias do Sul;Mateus Kienzle;Tenis NB;William Boatman;masculino;credito
1466;São Paulo;Cassia Moraes;Tenis Fila;Charlene Ellsworth;feminino;credito
1467;Florianópolis;Mario Sérgio;Tenis Fila;Carol Jackson;feminino;credito
1468;Lajeado;Adriano Soares;Tenis Fila;Adam Beech;masculino;credito
1469;Porto Alegre;Luiza Cherobini;Tenis NB;Lane Kulesa;masculino;credito
1470;Porto Alegre;Luiza Cherobini;Tenis Adidas;Anthony Torain;masculino;boleto
1471;Porto Alegre;Luiza Cherobini;Tenis Nike;Vernon Lavallee;masculino;credito
1472;Florianópolis;Mario Sérgio;Tenis Nike;Aileen Joseph;feminino;boleto
1473;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Rosie Winkler;feminino;credito
1474;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Jeanine Chao;feminino;boleto
1475;Canoas;Carlos Henrique;Tenis Adidas;Victoria Albanese;feminino;credito
1476;Canoas;Luis Fernando;Tenis Fila;Kenny Coto;masculino;credito
1477;Florianópolis;Claudia dos Santos;Tenis Adidas;Norma Tagaban;feminino;credito
1478;Florianópolis;Claudia dos Santos;Tenis Nike;Charles Williams;masculino;credito
1479;Caxias do Sul;Mateus Kienzle;Tenis Nike;Dianne Heart;feminino;credito
1480;Porto Alegre;Luiza Cherobini;Tenis Adidas;Thomas Lund;masculino;credito
1481;Lajeado;Adriano Soares;Tenis Fila;Spencer Knowles;masculino;credito
1482;Porto Alegre;Luiza Cherobini;Tenis Fila;David Barker;masculino;credito
1483;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Scarlet Arce;feminino;credito
1484;Florianópolis;Mario Sérgio;Tenis Nike;Shannon Tosh;masculino;boleto
1485;São Paulo;Cassia Moraes;Tenis NB;Eric Sheriff;masculino;credito
1486;Canoas;Luis Fernando;Tenis Fila;Michael Haynes;masculino;credito
1487;Porto Alegre;Luiza Cherobini;Tenis NB;Beau Wheatley;masculino;credito
1488;Canoas;Luis Fernando;Tenis NB;Carol Phaneuf;feminino;pix
1489;Porto Alegre;Rodrigo Tadewald;Tenis NB;Jason Sanders;masculino;credito
1490;Florianópolis;Mario Sérgio;Tenis Adidas;Bobby Messer;feminino;pix
1491;São Paulo;Cassia Moraes;Tenis NB;Marie Dorris;feminino;credito
1492;Florianópolis;Mario Sérgio;Tenis NB;Jody Smith;masculino;credito
1493;Lajeado;Juliano Faccioni;Tenis NB;James Salazar;masculino;credito
1494;Canoas;Carlos Henrique;Tenis NB;Robert Derby;masculino;credito
1495;São Paulo;Claudio Bueno;Tenis NB;Ruth Kubota;feminino;credito
1496;Porto Alegre;Luiza Cherobini;Tenis Nike;Walter Delgado;masculino;pix
1497;São Paulo;Cassia Moraes;Tenis Nike;Shayna Carlos;feminino;pix
1498;São Paulo;Claudio Bueno;Tenis Fila;Helen Perez;feminino;credito
1499;Canoas;Carlos Henrique;Tenis Nike;George Millard;masculino;boleto
1500;Canoas;Carlos Henrique;Tenis Fila;Russ Collman;masculino;credito
1501;Lajeado;Adriano Soares;Tenis Adidas;Stephen Rogers;masculino;credito
1502;Lajeado;Adriano Soares;Tenis Adidas;Betty Kirk;feminino;credito
1503;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Evelyn Harvey;feminino;pix
1504;São Paulo;Claudio Bueno;Tenis NB;Joy Wright;feminino;credito
1505;São Paulo;Claudio Bueno;Tenis Adidas;Roy Josephson;masculino;credito
1506;Florianópolis;Claudia dos Santos;Tenis Adidas;Charlie Hutcherson;masculino;pix
1507;Canoas;Luis Fernando;Tenis Nike;Joseph Ross;masculino;credito
1508;Canoas;Luis Fernando;Tenis Nike;Janet Tesch;feminino;credito
1509;Canoas;Carlos Henrique;Tenis Nike;Jamie Bourg;feminino;credito
1510;Florianópolis;Mario Sérgio;Tenis NB;Thomas Gelormino;masculino;credito
1511;Florianópolis;Mario Sérgio;Tenis Fila;Mary Gustafson;feminino;boleto
1512;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Kara Magoun;feminino;credito
1513;Lajeado;Adriano Soares;Tenis Nike;Christopher Felch;masculino;pix
1514;Florianópolis;Claudia dos Santos;Tenis Adidas;Raul Aldridge;masculino;credito
1515;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Alison Han;feminino;credito
1516;São Paulo;Claudio Bueno;Tenis Fila;Janice Dever;feminino;credito
1517;Florianópolis;Claudia dos Santos;Tenis Fila;Claudia Grantham;feminino;credito
1518;Caxias do Sul;Mateus Kienzle;Tenis NB;Charles Schauer;masculino;credito
1519;São Paulo;Cassia Moraes;Tenis Adidas;David Kelly;masculino;credito
1520;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Aaron Rosenberg;masculino;credito
1521;Florianópolis;Claudia dos Santos;Tenis Fila;Thomas Thomas;masculino;credito
1522;Florianópolis;Mario Sérgio;Tenis Fila;Joyce Taylor;feminino;credito
1523;São Paulo;Claudio Bueno;Tenis Adidas;Esther Contreras;feminino;pix
1524;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Stanley Hight;masculino;credito
1525;Lajeado;Adriano Soares;Tenis NB;Theodore Simitian;masculino;credito
1526;Florianópolis;Claudia dos Santos;Tenis Fila;Janice Golojuch;feminino;pix
1527;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Amos Bowers;masculino;credito
1528;Caxias do Sul;Mateus Kienzle;Tenis NB;Barbara Session;feminino;credito
1529;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Nicole Grubbs;feminino;credito
1530;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Jesus Prater;masculino;credito
1531;Florianópolis;Claudia dos Santos;Tenis Adidas;Sharon Archer;feminino;credito
1532;Florianópolis;Claudia dos Santos;Tenis Nike;Charles Mcdaniel;masculino;boleto
1533;Canoas;Carlos Henrique;Tenis Adidas;Casey Adams;masculino;credito
1534;Florianópolis;Mario Sérgio;Tenis Fila;Susan Morad;feminino;pix
1535;Porto Alegre;Rodrigo Tadewald;Tenis NB;Lashanda Garcia;feminino;credito
1536;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Saul Dean;masculino;boleto
1537;Porto Alegre;Luiza Cherobini;Tenis NB;Buford Bunting;masculino;credito
1538;Canoas;Carlos Henrique;Tenis NB;Timmy Mishar;masculino;credito
1539;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Ramona Scott;feminino;credito
1540;Porto Alegre;Rodrigo Tadewald;Tenis NB;Peter Fugate;masculino;credito
1541;Porto Alegre;Luiza Cherobini;Tenis NB;Ruth Lehmann;feminino;credito
1542;São Paulo;Claudio Bueno;Tenis NB;Robert Ruminski;masculino;boleto
1543;São Paulo;Claudio Bueno;Tenis Adidas;Leda Stone;feminino;pix
1544;Florianópolis;Mario Sérgio;Tenis NB;Antonio Dyer;masculino;credito
1545;Florianópolis;Claudia dos Santos;Tenis NB;Frederick Kilgore;masculino;credito
1546;Porto Alegre;Luiza Cherobini;Tenis Adidas;Travis Muir;feminino;credito
1547;Porto Alegre;Luiza Cherobini;Tenis NB;Ilona Smith;feminino;credito
1548;Canoas;Luis Fernando;Tenis Adidas;Patricia Kraus;feminino;credito
1549;Florianópolis;Mario Sérgio;Tenis Fila;Celina Baucum;feminino;credito
1550;Canoas;Luis Fernando;Tenis Nike;Alexis Dodd;feminino;pix
1551;Canoas;Luis Fernando;Tenis NB;Jim Harmon;masculino;credito
1552;Canoas;Carlos Henrique;Tenis Fila;Diane Williams;feminino;boleto
1553;São Paulo;Cassia Moraes;Tenis NB;Gail Villegas;feminino;credito
1554;São Paulo;Claudio Bueno;Tenis Adidas;Tanya Hendrix;feminino;credito
1555;São Paulo;Cassia Moraes;Tenis Fila;Joseph Crandle;masculino;boleto
1556;Canoas;Luis Fernando;Tenis Adidas;Clarence Christianson;masculino;credito
1557;Florianópolis;Claudia dos Santos;Tenis Adidas;John Turnmire;masculino;pix
1558;Porto Alegre;Luiza Cherobini;Tenis NB;Kimberly Ammerman;feminino;credito
1559;Canoas;Carlos Henrique;Tenis Fila;Chong Gillum;masculino;credito
1560;Canoas;Luis Fernando;Tenis Fila;Lawrence Spasiano;masculino;credito
1561;São Paulo;Claudio Bueno;Tenis Adidas;David Mulrooney;masculino;pix
1562;Lajeado;Juliano Faccioni;Tenis Adidas;Anton Dennis;masculino;credito
1563;São Paulo;Claudio Bueno;Tenis Fila;Anne Felan;feminino;credito
1564;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Garret Oseguera;masculino;credito
1565;São Paulo;Cassia Moraes;Tenis Fila;Dorothy Morgan;feminino;pix
1566;Lajeado;Juliano Faccioni;Tenis Nike;Frank Goff;masculino;pix
1567;Lajeado;Juliano Faccioni;Tenis Adidas;Bonnie Smith;feminino;credito
1568;Canoas;Carlos Henrique;Tenis Adidas;Valerie Velez;feminino;credito
1569;São Paulo;Claudio Bueno;Tenis NB;Nathan Holm;masculino;pix
1570;Florianópolis;Mario Sérgio;Tenis Adidas;Mary Griffith;feminino;credito
1571;Lajeado;Juliano Faccioni;Tenis Adidas;Thelma Lee;feminino;credito
1572;Caxias do Sul;Mateus Kienzle;Tenis Fila;Larry Zieba;masculino;credito
1573;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Bryan Addison;masculino;credito
1574;Caxias do Sul;Mateus Kienzle;Tenis NB;Brandy Dudley;feminino;boleto
1575;São Paulo;Cassia Moraes;Tenis NB;Mindy Warren;feminino;pix
1576;Porto Alegre;Luiza Cherobini;Tenis NB;Lola Dukes;feminino;credito
1577;Florianópolis;Claudia dos Santos;Tenis Nike;Renetta Shaffer;feminino;credito
1578;Florianópolis;Claudia dos Santos;Tenis Fila;James Bowell;masculino;credito
1579;Canoas;Carlos Henrique;Tenis Nike;Terri Huntley;feminino;credito
1580;Lajeado;Juliano Faccioni;Tenis Nike;David Eubanks;masculino;pix
1581;Lajeado;Adriano Soares;Tenis Fila;Julia Rasmusson;feminino;boleto
1582;Lajeado;Juliano Faccioni;Tenis Fila;Josephine Edmonds;feminino;credito
1583;Canoas;Carlos Henrique;Tenis Nike;Thomas Francis;masculino;credito
1584;Florianópolis;Claudia dos Santos;Tenis Nike;Tim Creek;masculino;credito
1585;Florianópolis;Claudia dos Santos;Tenis Fila;Rafael Robles;masculino;credito
1586;Caxias do Sul;Mateus Kienzle;Tenis Nike;David Brown;masculino;credito
1587;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Richard Hinds;masculino;credito
1588;Caxias do Sul;Mateus Kienzle;Tenis Nike;James Hall;masculino;credito
1589;Porto Alegre;Luiza Cherobini;Tenis Nike;Laurie Cook;feminino;credito
1590;Canoas;Luis Fernando;Tenis Fila;Devin Mcdaniel;masculino;credito
1591;Porto Alegre;Luiza Cherobini;Tenis Adidas;Dudley Brooks;masculino;credito
1592;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Mitch Johnston;masculino;credito
1593;Porto Alegre;Luiza Cherobini;Tenis Fila;Maria Villarreal;feminino;credito
1594;Canoas;Carlos Henrique;Tenis Nike;Toby Obrien;masculino;credito
1595;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Esperanza Willis;feminino;credito
1596;Florianópolis;Mario Sérgio;Tenis Adidas;Michael Weinberg;masculino;boleto
1597;Canoas;Luis Fernando;Tenis NB;Tony Garcia;masculino;boleto
1598;Lajeado;Adriano Soares;Tenis NB;Kelly Tripp;feminino;credito
1599;Lajeado;Adriano Soares;Tenis NB;Vernon Foster;masculino;credito
1600;Canoas;Carlos Henrique;Tenis Nike;William Sharkey;masculino;pix
1601;São Paulo;Claudio Bueno;Tenis Nike;Joseph Arthurs;masculino;credito
1602;Florianópolis;Mario Sérgio;Tenis Nike;Maude Lappin;feminino;credito
1603;Porto Alegre;Rodrigo Tadewald;Tenis NB;Rafael Baise;masculino;pix
1604;Porto Alegre;Rodrigo Tadewald;Tenis NB;Luke Martin;masculino;credito
1605;Canoas;Carlos Henrique;Tenis Adidas;George Edens;masculino;credito
1606;Lajeado;Juliano Faccioni;Tenis NB;Pam Morris;feminino;credito
1607;Canoas;Carlos Henrique;Tenis Fila;David Skinner;masculino;credito
1608;Porto Alegre;Rodrigo Tadewald;Tenis NB;John Steele;masculino;credito
1609;Florianópolis;Claudia dos Santos;Tenis NB;Larry Allen;masculino;credito
1610;São Paulo;Cassia Moraes;Tenis Fila;Patricia Taylor;feminino;credito
1611;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Michael Henry;masculino;credito
1612;Lajeado;Adriano Soares;Tenis Nike;Richard Keating;masculino;credito
1613;Lajeado;Juliano Faccioni;Tenis Fila;Katie Uribe;feminino;boleto
1614;São Paulo;Cassia Moraes;Tenis Adidas;Willie Christian;feminino;pix
1615;São Paulo;Cassia Moraes;Tenis Adidas;Jason Regalado;masculino;boleto
1616;Lajeado;Juliano Faccioni;Tenis Nike;Bradley Gonzales;masculino;credito
1617;Florianópolis;Claudia dos Santos;Tenis Fila;Raye Calhoun;feminino;pix
1618;Canoas;Carlos Henrique;Tenis NB;Jose Green;masculino;credito
1619;São Paulo;Claudio Bueno;Tenis Fila;Rebecca Hernandez;feminino;credito
1620;Lajeado;Adriano Soares;Tenis Adidas;Jonathan Downs;masculino;credito
1621;São Paulo;Claudio Bueno;Tenis NB;Christopher Ford;masculino;credito
1622;São Paulo;Cassia Moraes;Tenis NB;Charles Warren;masculino;credito
1623;Porto Alegre;Luiza Cherobini;Tenis Nike;Stephanie Valenzuela;feminino;boleto
1624;Florianópolis;Claudia dos Santos;Tenis Fila;Sarah Smith;feminino;credito
1625;São Paulo;Cassia Moraes;Tenis Fila;Doris Morris;feminino;credito
1626;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;John Everett;masculino;credito
1627;Caxias do Sul;Mateus Kienzle;Tenis NB;Ira Bauer;masculino;credito
1628;Porto Alegre;Luiza Cherobini;Tenis NB;James Snoke;masculino;credito
1629;São Paulo;Cassia Moraes;Tenis NB;Kent Hernandez;masculino;credito
1630;Florianópolis;Claudia dos Santos;Tenis Nike;Jeffery Westbrook;masculino;credito
1631;São Paulo;Claudio Bueno;Tenis Fila;Silas Watson;masculino;credito
1632;Caxias do Sul;Mateus Kienzle;Tenis Fila;Joseph Register;masculino;pix
1633;Caxias do Sul;Mateus Kienzle;Tenis Nike;Leonard Morris;masculino;credito
1634;Canoas;Luis Fernando;Tenis Fila;Gilbert Powell;masculino;credito
1635;São Paulo;Claudio Bueno;Tenis Nike;Jacqueline Blumenthal;feminino;credito
1636;Florianópolis;Mario Sérgio;Tenis Adidas;Robert Rhynes;masculino;credito
1637;Porto Alegre;Luiza Cherobini;Tenis Nike;Patricia Buckner;feminino;credito
1638;Canoas;Carlos Henrique;Tenis Nike;Susan Aleman;feminino;credito
1639;Florianópolis;Claudia dos Santos;Tenis Adidas;Ben Birks;masculino;credito
1640;Canoas;Luis Fernando;Tenis Fila;Ronald Mcdonald;masculino;credito
1641;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Phyllis Walker;feminino;credito
